SKU,Producto,Categoria,Marca,Precio,Stock Actual,Caducidad,Estado
S8XPVO5WWC,Arco Acero 19x25 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
W01VFRLHIL,Arco Acero 19x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
ZBJKY6JNE5,Arco Acero 20 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
PWFCRMIT9N,Arco Acero 20 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
IXI2S6RHIE,Arco Acero 21x25 inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
EL3LGYG9FF,Arco Acero 21x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
2FO96W7WVA,Arco Cobre 014 Ni-Ti,Materiales de Ortodoncia,3M,0.0,0,,Activo
PZDKCW3CMX,Arco Cobre 16x22 Ni-Ti,Materiales de Ortodoncia,3M,0.0,0,,Activo
FASHSMNXB6,Arco Cobre 17x25 Ni-Ti,Materiales de Ortodoncia,3M,0.0,0,,Activo
9BEAV6FEHU,Arco Cobre 018 Ni-Ti,Materiales de Ortodoncia,3M,0.0,0,,Activo
JBPDW6CX39,Arco DKL,Materiales de Ortodoncia,3M,0.0,0,,Activo
CLP5KRFTRW,Arco Ni-Ti 012 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
FGDKELNXNR,Arco Ni-Ti 012 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
4QCYFCISLP,Arco Ni-Ti 014 inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
SLLSXI1CWN,Arco Ni-Ti 014 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
FUZW3BMUHE,Arco Ni-Ti 016 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
WXQJWE05NZ,Arco Ni-Ti 16x16 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
UWEYVH70ZW,Arco Ni-Ti 16x16 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
Q4PQUXWONF,Arco Ni-Ti 16x22 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
I1AXUUNDZO,Arco Ni-Ti 16x22 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
V2SRG8OSKD,Arco Ni-Ti 16x25 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
QFOM2YVACN,Arco Ni-Ti 17x22 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
JVI13RV6QV,Arco Ni-Ti 17x22 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
VAG5OQKR0W,Arco Ni-Ti 17x25 Inferior,Materiales de Ortodoncia,Alfa Dental,0.0,0,,Activo
W2UAG8FVBE,Arco Ni-Ti 17x25 Superior,Materiales de Ortodoncia,Alfa Dental,0.0,0,,Activo
YGTWGDE6WH,Arco Ni-Ti 018 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
ZLUKMCHAUU,Arco Ni-Ti 018 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
4LAWCSCSNA,Arco Ni-Ti 18x22 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
MNZCMJ2KGL,Arco Ni-Ti 18x22 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
UZZIFJOH0K,Arco Ni-Ti 18x25 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
DIXS14GV4T,Arco Ni-Ti 18x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
F2PB7XZT2N,Arco Ni-Ti 19x25 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
GKYFH3PXJC,Arco Ni-Ti 19x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
4XNSGMNUTK,Arco Ni-Ti 020 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
O4DFB53OP7,Arco Ni-Ti 020 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
WFDTVXEQWL,Arco Ni-Ti 21x25 Superior,Materiales de Ortodoncia,Alfa Dental,0.0,0,,Activo
1HAS4JTY0E,Arco Ni-Ti curva reversa 012 inf.,Materiales de Ortodoncia,3M,0.0,0,,Activo
TX0SPURPAV,Arco Ni-Ti curva reversa 012 sup.,Materiales de Ortodoncia,3M,0.0,0,,Activo
6CQRT8FTSQ,Arco Ni-Ti curva reversa 014 inf.,Materiales de Ortodoncia,3M,0.0,0,,Activo
EHFEF4KCED,Arco Ni-Ti curva reversa 014 sup.,Materiales de Ortodoncia,3M,0.0,0,,Activo
PAJ9IOF1X5,Arco Ni-Ti curva reversa 016 inf.,Materiales de Ortodoncia,3M,0.0,0,,Activo
WENMWD0L9K,Arco Ni-Ti curva reversa 016 sup.,Materiales de Ortodoncia,3M,0.0,0,,Activo
0SVXFHAX61,Arco Ni-Ti curva reversa 018 inf.,Materiales de Ortodoncia,3M,0.0,0,,Activo
MSQWNCJ7DZ,Arco Ni-Ti curva reversa 018 sup.,Materiales de Ortodoncia,3M,0.0,0,,Activo
WT0GVHMQ9H,"Arco Orthometric Contornado 19x25, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
EDQOEBYZRM,"Arco Orthometric Flexi 19x25, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
VSLHZMWKBO,"Arco Orthometric Flexi Niti Cooper 014 ALX, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
PYAMXUGR6E,"Arco Orthometric Flexi Termal 14x25, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
PCKSAGHGPW,"Arco Orthometric Flexi Termal 17x25, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
ALFJGLWIOB,"Arco Orthometric Termal 018, 1 sup. y 1 inf.",Materiales de Ortodoncia,3M,0.0,0,,Activo
533MTGAZYE,Arco trenzado 17x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
DT1NAE2E0R,Arco trenzado 19x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
KBGMPCE1SB,Banda 29+,Materiales de Ortodoncia,3M,0.0,0,,Activo
FACWAFKMNA,Banda 30,Materiales de Ortodoncia,3M,0.0,0,,Activo
OE4BC8S4CI,Banda 31+,Materiales de Ortodoncia,3M,0.0,0,,Activo
X25DUCATYP,Banda 33,Materiales de Ortodoncia,3M,0.0,0,,Activo
TUCMY732Y7,Banda 33+,Materiales de Ortodoncia,3M,0.0,0,,Activo
5BDVYE1RTS,Banda 34,Materiales de Ortodoncia,3M,0.0,0,,Activo
9FOWEREXOX,Banda 34+,Materiales de Ortodoncia,3M,0.0,0,,Activo
DB1JF2FEXU,Banda 35,Materiales de Ortodoncia,3M,0.0,0,,Activo
F6YIOL2PYJ,Banda 35+,Materiales de Ortodoncia,3M,0.0,0,,Activo
BWFAEFCYXW,Banda 36,Materiales de Ortodoncia,3M,0.0,0,,Activo
S61X1KQVNU,Banda 36+,Materiales de Ortodoncia,3M,0.0,0,,Activo
K8P9UEXQN9,Banda 37,Materiales de Ortodoncia,3M,0.0,0,,Activo
JECOJWNLA8,Banda 38+,Materiales de Ortodoncia,3M,0.0,0,,Activo
Q0CKLDPU5P,Banda 43,Materiales de Ortodoncia,3M,0.0,0,,Activo
TK4QNWFLKB,Banda 43+,Materiales de Ortodoncia,3M,0.0,0,,Activo
SXIKWCCWEG,Botones Linguales,Materiales de Ortodoncia,Alfa Dental,0.0,0,,Activo
QQRDRYYBCA,Bracket AutoIigables Acuña,Materiales de Ortodoncia,Coltene,0.0,0,,Activo
SWBHM7WUBX,Bracket Autoligados,Materiales de Ortodoncia,Cositen,0.0,0,,Activo
VZ1IPSFIYJ,Cadeneta Azul,Materiales de Ortodoncia,3M,0.0,0,,Activo
U60GDY0VRF,Cadeneta Celeste,Materiales de Ortodoncia,3M,0.0,0,,Activo
QVKHRZYQG9,Cadeneta Gris,Materiales de Ortodoncia,3M,0.0,0,,Activo
MWB9OCPMF0,Cadeneta Morada,Materiales de Ortodoncia,3M,0.0,0,,Activo
N8U0MZWTY0,Cadeneta Negra,Materiales de Ortodoncia,3M,0.0,0,,Activo
XAHMV9PRZI,Cadeneta Roja,Materiales de Ortodoncia,3M,0.0,0,,Activo
0ARI0C3MAW,Cadeneta Rosada,Materiales de Ortodoncia,3M,0.0,0,,Activo
W4DZFDYBE9,Cadeneta Transparente,Materiales de Ortodoncia,3M,0.0,0,,Activo
6AOYJTUNVH,Cemento Ortodoncia Orthocem,Materiales de Ortodoncia,FGM,0.0,0,,Activo
SNCNZBI1KT,Cepillo Interdental,Materiales de Ortodoncia,3M,0.0,0,,Activo
3YRV1SQ2VO,Close Spring 0.12 12mm,Materiales de Ortodoncia,3M,0.0,0,,Activo
XJJNA7ZSGG,Close Spring 012 9mm,Materiales de Ortodoncia,3M,0.0,0,,Activo
8USOLKKYN1,Close Spring 014 9mm,Materiales de Ortodoncia,3M,0.0,0,,Activo
TEGEKCXN6G,Elasticos 1/4 3.5oz,Materiales de Ortodoncia,3M,0.0,0,,Activo
WDK56NRU4I,Elasticos 1/8 4.5oz,Materiales de Ortodoncia,3M,0.0,0,,Activo
T0JQO7TZLB,Elasticos 3/16 3.5oz,Materiales de Ortodoncia,3M,0.0,0,,Activo
39GZ4GXOPE,Elasticos 3/16 6.5oz,Materiales de Ortodoncia,3M,0.0,0,,Activo
RQ5HW1WGNS,Expansor Borboleta,Materiales de Ortodoncia,3M,0.0,0,,Activo
Z2BCZOTIHZ,Expansor Palatino,Materiales de Ortodoncia,3M,0.0,0,,Activo
S82MNWEE3G,Gurin Derecho,Materiales de Ortodoncia,3M,0.0,0,,Activo
YYGEAX0CHN,Gurin Izquierdo,Materiales de Ortodoncia,3M,0.0,0,,Activo
9ZYGCJCQG5,Hilo Dental,Materiales de Ortodoncia,3M,0.0,0,,Activo
HYECPVOESV,Hook Ortodoncia,Materiales de Ortodoncia,3M,0.0,0,,Activo
C4DGYXQOK1,Ligadura Amarilla,Materiales de Ortodoncia,3M,0.0,0,,Activo
CZZ3OYEQSD,Ligadura Azul,Materiales de Ortodoncia,3M,0.0,0,,Activo
KTLNUG1VBA,Ligadura Bastones,Materiales de Ortodoncia,3M,0.0,0,,Activo
SN4D5TSLP6,Ligadura Celeste,Materiales de Ortodoncia,3M,0.0,0,,Activo
ISP3TIJ2PO,Ligadura Dorada,Materiales de Ortodoncia,3M,0.0,0,,Activo
RIRF3FCJC4,Ligadura Fucsia,Materiales de Ortodoncia,3M,0.0,0,,Activo
PQKEN4KX5K,Ligadura Gris,Materiales de Ortodoncia,3M,0.0,0,,Activo
RPJYVIFDBH,Ligadura Morada,Materiales de Ortodoncia,3M,0.0,0,,Activo
AS3D4JBTEQ,Ligadura Naranja,Materiales de Ortodoncia,3M,0.0,0,,Activo
NCQN3EBBFB,Ligadura Negra,Materiales de Ortodoncia,3M,0.0,0,,Activo
2QBERH2HIC,Ligadura Roja,Materiales de Ortodoncia,3M,0.0,0,,Activo
RCEQEIJS4Z,Ligadura Rosada,Materiales de Ortodoncia,3M,0.0,0,,Activo
YWDOHZMRXA,Ligadura Transparente,Materiales de Ortodoncia,3M,0.0,0,,Activo
CTWU7UECLD,Ligadura Verde,Materiales de Ortodoncia,3M,0.0,0,,Activo
J3BWX1SXPO,Open Spring 010,Materiales de Ortodoncia,3M,0.0,0,,Activo
16KM7ZGAZ9,Open Spring 012,Materiales de Ortodoncia,3M,0.0,0,,Activo
ILDACOVRLG,Open Spring 014,Materiales de Ortodoncia,3M,0.0,0,,Activo
LXTR1L0DWM,Arco Thermoactivado 014 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
45603D03MZ,Arco Thermoactivado 016 inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
7E3MHCNCJC,Arco Thermoactivado 016 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
ID5TV0HBQG,Arco Thermoactivado 16x22 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
G9BJ1NTPZH,Arco Thermoactivado 16x22 Inferior Tappered Form,Materiales de Ortodoncia,3M,0.0,0,,Activo
S0M55TCULB,Arco Thermoactivado 16x22 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
OOLQDNRGXU,Arco Thermoactivado 16x22 Superior Tappered Form,Materiales de Ortodoncia,3M,0.0,0,,Activo
PDRKHRJYPC,Arco Thermoactivado 018 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
K3KADTJBPL,Arco Thermoactivado 018 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
DWVHYEZVWS,Arco thermoactivado 18x22 inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
9UOKW6EXPS,Arco thermoactivado 18x22 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
62NCB3MNH1,Arco Thermoactivado 19x25 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
DJHGEZ0UPT,Arco Thermoactivado 19x25 Inferior Tappered Form,Materiales de Ortodoncia,3M,0.0,0,,Activo
AVBV9ZBIMZ,Arco Thermoactivado 19x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
FPH9CYONO3,Arco Thermoactivado 19x25 superior Tappered Form,Materiales de Ortodoncia,3M,0.0,0,,Activo
BL9VOLU3V4,Arco Thermoactivado 20x20 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
POCUEZFHSV,Arco Thermoactivado 20x20 superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
KVZOVELI5K,Arco Thermoactivado 21x25 Inferior,Materiales de Ortodoncia,3M,0.0,0,,Activo
FMTAISX8DE,Arco Thermoactivado 21x25 Superior,Materiales de Ortodoncia,3M,0.0,0,,Activo
RQX3TL45DN,Banda Matriz Molar,Materiales de Ortodoncia,Maquira,0.0,0,,Activo
SI0FKZXERS,Banda Matriz Pre-Molar,Materiales de Ortodoncia,Maquira,0.0,0,,Activo
VKNCSQVSRP,Bracket Ceramico,Materiales de Ortodoncia,3M,0.0,0,,Activo
JATZW0UJVZ,Bracket MBT,Materiales de Ortodoncia,3M,0.0,0,,Activo
U8GRTLPMLL,Acetato 1.5 Invisaling,Materiales de protesis,Blossom,0.0,0,,Activo
9LCLRZFTAV,Acondicionador de tejidos,Materiales de protesis,3M,0.0,0,,Activo
64PNZRP6A0,Alginato Cromatico,Materiales de protesis,Cositen,0.0,0,,Activo
HEFGOEL1QP,Alginato Ortodoncia,Materiales de protesis,Coltene,0.0,0,,Activo
UMOUZZ7AAZ,Cubetas descartables bite tray,Materiales de protesis,3M,0.0,0,,Activo
QPDZHAELHF,Hilo Retractor 1,Materiales de protesis,3M,0.0,0,,Activo
IVJLCU9SSO,Hilo Retractor 2,Materiales de protesis,3M,0.0,0,,Activo
ECRPYMG0AI,Hilo Retractor 3,Materiales de protesis,3M,0.0,0,,Activo
L7XHWHGOBV,Lamina Acetato 1.0 Hard,Materiales de protesis,Alfa Dental,0.0,0,,Activo
LF4EEKGO8C,Lamina Acetato Flexible 2.0,Materiales de protesis,Alfa Dental,0.0,0,,Activo
9Z8JZNPKP1,Lamina Acetato Flexible 3.0,Materiales de protesis,Alfa Dental,0.0,0,,Activo
DSYUDB3LFW,Lamina de Acetato 1.0 Soft,Materiales de protesis,3M,0.0,0,,Activo
EZUWOIDKKX,Lamina de Acetato 1.5 mm Hard,Materiales de protesis,3M,0.0,0,,Activo
PFCXBCQNHM,Lamina de Acetato 1.5 Soft,Materiales de protesis,3M,0.0,0,,Activo
XHJTJPUG9K,Lamina de cera,Materiales de protesis,3M,0.0,0,,Activo
KFTZ42SZQM,Acido Gel Fluorhidrico,Materiales De Restauracion,Maquira,0.0,0,,Activo
7BXXEUSWPQ,Acido Gel Fosforico,Materiales De Restauracion,Maquira,2.44,0,,Activo
XNSFVHRQC3,Adhesivo,Materiales De Restauracion,Dent Kist,0.0,0,,Activo
KQRPCCHUVH,Adhesivo 3M,Materiales De Restauracion,3M,0.0,0,,Activo
NSECSR1VOR,Adhesivo One Core,Materiales De Restauracion,Coltene,0.0,0,,Activo
IAT5PEKYQQ,Anillo con regla,Materiales De Restauracion,3M,0.0,0,,Activo
3O0Q7ZWGC0,Benzocaina en gel al 7.5%,Materiales De Restauracion,3M,0.0,0,,Activo
Q7D8AESVRD,Cavex Cemento Temporal,Materiales De Restauracion,3M,0.0,0,,Activo
92IQ0L3JPB,Cemento Corona Nexus NX3,Materiales De Restauracion,3M,0.0,0,,Activo
YL04IQJZNI,Cemento Daul A1,Materiales De Restauracion,Maquira,0.0,0,,Activo
AXI8SYYCMQ,Cemento dua Allcem,Materiales De Restauracion,Allcem core,0.0,0,,Activo
D0H3A5OFBA,Cemento Dual A2,Materiales De Restauracion,Maquira,0.0,0,,Activo
CHQPM6SBH8,Cemento Dual A3,Materiales De Restauracion,Maquira,0.0,0,,Activo
T1RJ6HSODZ,Cemento Dual T,Materiales De Restauracion,Maquira,0.0,0,,Activo
TOHRYMCWEI,Cepillo para Pulido,Materiales De Restauracion,3M,0.0,0,,Activo
BEVOZGX7P2,Chemfil Kromoglass,Materiales De Restauracion,Vital,0.0,0,,Activo
IYT1VINGLC,Composite A3D Harmonize,Materiales De Restauracion,Harmonize,0.0,0,,Activo
XBLY7NWVEV,Composite A1 Z-250,Materiales De Restauracion,3M,0.0,0,,Activo
RSYVEXAHKH,Composite A2 Z-250,Materiales De Restauracion,3M,0.0,0,,Activo
LUWXDSX8NA,Composite A2 Charmfil,Materiales De Restauracion,Dent Kist,0.0,0,,Activo
SZ9V3OMQFC,Composite A2E Harmonize,Materiales De Restauracion,Harmonize,0.0,0,,Activo
LCARVKO1B0,Composite A3 Z-250,Materiales De Restauracion,3M,0.0,0,,Activo
4FSD5U8502,Composite A3.5 Z-250,Materiales De Restauracion,3M,0.0,0,,Activo
V2CSAAPU46,Composite A3.5D Harmonize,Materiales De Restauracion,Harmonize,0.0,0,,Activo
FV9BHKPIME,Composite A3E Harmonize,Materiales De Restauracion,Harmonize,0.0,0,,Activo
NCUKE0GXOG,Composite B2 Z-250,Materiales De Restauracion,3M,0.0,0,,Activo
TZ49APLY2Z,Composite Opallis DA2,Materiales De Restauracion,Opallis,0.0,0,,Activo
VICYASRMV2,Composite Opallis EA2,Materiales De Restauracion,Opallis,0.0,0,,Activo
NWNPRTCOEE,Composite Opallis EA3,Materiales De Restauracion,Opallis,0.0,0,,Activo
JURQIBZBRL,Composite Opallis DA3,Materiales De Restauracion,Opallis,0.0,0,,Activo
MZBNLCBWAU,Composite Opallis EA3.5,Materiales De Restauracion,Opallis,0.0,0,,Activo
VJQNUBWXLB,Composite Opallis T neutral,Materiales De Restauracion,Opallis,0.0,0,,Activo
WKT6KXIZFB,Composite Spectra Basic Sirona A3,Materiales De Restauracion,Denstly,0.0,0,,Activo
IBV10FUCWZ,Composite Spectra Basic Sirona B1,Materiales De Restauracion,Sirona,0.0,0,,Activo
KLYUKT1SLQ,Composite Spectra Basic Sirona C2,Materiales De Restauracion,Sirona,0.0,0,,Activo
DBM369G0DR,Composite Z250 A1,Materiales De Restauracion,3M,0.0,0,,Activo
OOHMXYMLPB,Composite Z250 A2,Materiales De Restauracion,3M,0.0,0,,Activo
750KEXL01U,Composite Z250 A3,Materiales De Restauracion,3M,0.0,0,,Activo
LSH0QHIR8U,Composite Z250 A3.5,Materiales De Restauracion,3M,0.0,0,,Activo
XO16ZMILWY,Composite Z250 B2,Materiales De Restauracion,3M,0.0,0,,Activo
OHBV5MZEQI,Composite Zirconio A2E,Materiales De Restauracion,3M,0.0,0,,Activo
NORKTFKEEE,Cotton Roll Clip,Materiales De Restauracion,3M,0.0,0,,Activo
EGJ9DFY7RX,Cuña de Madera,Materiales De Restauracion,3M,0.0,0,,Activo
YYXUHIVZJ5,Dicalero,Materiales De Restauracion,3M,0.0,0,,Activo
SAUR5D8YMO,Disco de Fieltro,Materiales De Restauracion,3M,0.0,0,,Activo
OFS9XWLAPN,Disco de Goma,Materiales De Restauracion,3M,0.0,0,,Activo
SZTSQKRTEA,Disco de Tela,Materiales De Restauracion,3M,0.0,0,,Activo
WGHGCS2QNG,Disco Laminado Pulido,Materiales De Restauracion,3M,0.0,0,,Activo
9A6OAI7YNH,Disco Soflex,Materiales De Restauracion,3M,0.0,0,,Activo
T1RHGRAOQQ,Encendedor,Materiales De Restauracion,3M,0.0,0,,Activo
HLDVNPPHIL,Escobilla para profilaxis,Materiales De Restauracion,3M,0.0,0,,Activo
Z6SXE9YIQI,Espatula De cemento,Materiales De Restauracion,3M,0.0,0,,Activo
OSWSAVIMEC,Espatula Silicona Plastica,Materiales De Restauracion,3M,0.0,0,,Activo
MQJNQ8RNBV,Esponja Hemostatica,Materiales De Restauracion,3M,0.0,0,,Activo
YQZKO7UL9H,Eucaliptol,Materiales De Restauracion,3M,0.0,0,,Activo
BZ3RUUWENP,Eugenol,Materiales De Restauracion,3M,0.0,0,,Activo
O1L7FK4GTW,Eugenol Alfa,Materiales De Restauracion,3M,0.0,0,,Activo
ZIVNWWWR9H,Fermin,Materiales De Restauracion,Detax,0.0,0,,Activo
IVOE5W2F8P,Fermin Premium Temp,Materiales De Restauracion,Detax,0.0,0,,Activo
HRDGGUBYPF,Flow A1,Materiales De Restauracion,3M,0.0,0,,Activo
HMBY5IEDPC,Flow A1 Charmfil,Materiales De Restauracion,3M,0.0,0,,Activo
YFV7ISWU9M,Flow A2,Materiales De Restauracion,3M,0.0,0,,Activo
F1OAPJM3UE,Flow A2 Charmfil,Materiales De Restauracion,3M,0.0,0,,Activo
H1D1T3RWAR,Flow A2 Maquira,Materiales De Restauracion,3M,0.0,0,,Activo
ZNOGUEMTXU,Flow A3,Materiales De Restauracion,3M,0.0,0,,Activo
HWDORLZ7ZD,Flow A3.5,Materiales De Restauracion,3M,0.0,0,,Activo
M0T5O9AIMF,Flow Tip,Materiales De Restauracion,3M,0.0,0,,Activo
PQEGXOYTVJ,Flow UO Charmfil,Materiales De Restauracion,3M,0.0,0,,Activo
BC0ATEDFQX,Fluor Barniz,Materiales De Restauracion,3M,0.0,0,,Activo
0JCJ4ZAOWQ,FORMA A2E,Materiales De Restauracion,3M,0.0,0,,Activo
OFRNGZNXUY,Forma OPaquer,Materiales De Restauracion,3M,0.0,0,,Activo
OL4S8MDXPN,Gelita,Materiales De Restauracion,Maquira,0.0,0,,Activo
KASWAYT9XZ,Harmoize Clear,Materiales De Restauracion,3M,0.0,0,,Activo
TOEPXYP8Z6,Harmonize A1D,Materiales De Restauracion,3M,0.0,0,,Activo
AUHLBWUPJF,Harmonize A1E,Materiales De Restauracion,3M,0.0,0,,Activo
Y7BLBMOCD4,Hemostatico,Materiales De Restauracion,Maquira,0.0,0,,Activo
Z1OBCU7F0J,Hidroxido De Calcio,Materiales De Restauracion,Alfa Dental,0.0,0,,Activo
FJ1IERQMSZ,Hilo Retractor 000,Materiales De Restauracion,3M,0.0,0,,Activo
QNPJSYSSQF,Liner,Materiales De Restauracion,3M,0.0,0,,Activo
9SUMKSXUHS,Liquido Moldeador VIta,Materiales De Restauracion,3M,0.0,0,,Activo
LPGPQTPFGE,Mango para disco Soflex,Materiales De Restauracion,3M,0.0,0,,Activo
FKL3OR6NEG,Meron,Materiales De Restauracion,3M,0.0,0,,Activo
16NEBXP3F7,Meron Kromoglass,Materiales De Restauracion,Vital,0.0,0,,Activo
LQ06V6U5OC,Mouth pieces,Materiales De Restauracion,3M,0.0,0,,Activo
AW1HZFMP5R,Óxido de aluminio,Materiales De Restauracion,3M,0.0,0,,Activo
7QE2S3CVPY,Oxido De Zinc,Materiales De Restauracion,3M,0.0,0,,Activo
OCIPAB4SHI,Palfique A2,Materiales De Restauracion,3M,0.0,0,,Activo
OJPNNLO3GJ,Palfique AO3,Materiales De Restauracion,3M,0.0,0,,Activo
W6KUPROZMS,Papel Articular arcada completa,Materiales De Restauracion,3M,0.0,0,,Activo
NXAIMZCCB4,Papel Articular en tira,Materiales De Restauracion,3M,0.0,0,,Activo
JQMJZFKCJB,Pasta Diamantada Para Pulir,Materiales De Restauracion,3M,0.0,0,,Activo
EOCSGJVT15,Piedra de Arkansa,Materiales De Restauracion,3M,0.0,0,,Activo
